"date","book_id","quantity","sales"
2020-02-09,"R4J0N4",2,13.1
2020-02-09,"A1R7S1",2,25.68
2020-02-09,"N0V8E0",2,16.74
2020-02-09,"D3Z4D3",4,40.52
2020-02-09,"Z5L8H5",4,37.36
2020-02-09,"Q3E7M3",1,10.76
2020-02-09,"Z1C3E1",2,32.74
2020-02-09,"I7Z7D7",2,22.82
2020-02-09,"S8Z2R8",3,23.13
2020-02-09,"D9E7G9",3,28.02
2020-02-09,"I1U8W1",1,5.48
2020-02-09,"Z5G5L5",4,17.96
2020-02-09,"D1T2H1",4,56.92
2020-02-09,"I8R7N8",3,52.44
2020-02-09,"Y6X5G6",3,9.18
2020-02-09,"Y6X5G6",3,9.18
2020-02-09,"I8F1A8",1,12.85
2020-02-09,"K6B1N6",4,25.68
2020-02-09,"H9I0N9",4,22.64
2020-02-09,"X0L6N0",2,25.86
2020-02-10,"S6V6Q6",2,20.2
2020-02-10,"G1Y5V1",2,14.66
2020-02-10,"G2J0O2",2,21.38
2020-02-10,"F8W5W8",4,29.6
2020-02-10,"P6J1P6",1,10.84
2020-02-10,"H0S8R0",2,18.36
2020-02-10,"H0S0T0",3,47.49
2020-02-10,"L0U4V0",4,47.88
2020-02-10,"W7J9B7",1,11.87
2020-02-10,"E4H5Q4",2,20.1
2020-02-10,"Z6Y2I6",1,8.81
2020-02-10,"W8X0R8",3,42.3
2020-02-10,"Y3W3V3",3,19.38
2020-02-10,"R5V0G5",2,24
2020-02-10,"D8G9X8",1,14.72
2020-02-10,"V7L6N7",3,21.33
2020-02-10,"J7N7P7",4,40.88
2020-02-10,"Y6N4X6",2,9.24
2020-02-10,"U3G3G3",4,35.2
2020-02-10,"L6U0K6",1,6.56
2020-02-10,"A5B5K5",4,31.32
2020-02-10,"P2B0N2",3,16.8
2020-02-10,"Y8D0L8",3,37.8
2020-02-10,"K9R1C9",4,59.48
2020-02-10,"R2D6O2",3,41.07
2020-02-10,"Y8I0E8",2,20.16
2020-02-10,"Z2G1V2",1,19.83
2020-02-10,"D2U7B2",3,60.78
2020-02-10,"C8X0S8",1,5.13
2020-02-10,"H4O9G4",4,25.76
2020-02-10,"Y8M5D8",4,67.56
2020-02-10,"A7R5O7",2,8.58
2020-02-10,"W9N9T9",2,23.4
2020-02-10,"C8B6Q8",1,5.61
2020-02-10,"C8B6Q8",3,16.83
2020-02-10,"X6V5F6",4,63.16
2020-02-10,"J5M8K5",4,39.56
2020-02-10,"V1S5Y1",3,30.18
2020-02-10,"S3U0I3",2,24.84
2020-02-10,"I2V6O2",1,14.53
2020-02-10,"P5T3K5",1,14.34
2020-02-10,"P9M3R9",2,18.46
2020-02-10,"R2G4T2",1,3.49
2020-02-10,"V0S8H0",3,28.05
2020-02-10,"C8U4S8",1,11.87
2020-02-10,"B0V1D0",3,61.98
2020-02-10,"W2H0I2",3,25.86
2020-02-10,"N0V8E0",1,8.37
2020-02-10,"E0O8N0",4,30.52
2020-02-10,"A9C7K9",2,27.14
2020-02-10,"C8B9S8",3,55.53
2020-02-10,"G6H3F6",3,22.26
2020-02-10,"C1G4W1",3,41.97
2020-02-10,"C7Y7J7",4,68.4
2020-02-10,"J5J7Q5",2,13.74
2020-02-10,"J8D4L8",1,10.01
2020-02-10,"O9K6H9",2,20.46
2020-02-10,"E4J5R4",4,52.2
2020-02-10,"V9W7Q9",3,40.44
2020-02-10,"L7I2H7",3,35.4
2020-02-10,"Z2A4Z2",3,28.05
2020-02-10,"Y9B4O9",2,13.12
2020-02-10,"J6B1B6",2,29.88
2020-02-10,"I5K2T5",3,26.85
2020-02-10,"H9F2R9",3,23.76
2020-02-10,"M1E2U1",4,44.84
2020-02-10,"M3S3C3",1,15.89
2020-02-10,"K6W4H6",2,20.94
2020-02-10,"I3G3H3",1,12.85
2020-02-10,"C2P1O2",1,12.37
2020-02-10,"D0H4C0",2,40.2
2020-02-10,"X9E8D9",2,38.42
2020-02-10,"P4T7I4",4,61.52
2020-02-11,"L4P4L4",1,12.56
2020-02-11,"V0H0V0",3,35.85
2020-02-11,"O6P6J6",3,25.68
2020-02-11,"Q0Q2Y0",3,21.84
2020-02-11,"S8D5A8",4,29.2
2020-02-11,"P7Q1V7",4,66.68
2020-02-11,"Q6K7Y6",1,9.45
2020-02-11,"F9C5V9",1,6.79
2020-02-11,"Z3P8C3",4,19.16
2020-02-11,"Z8E4I8",1,4.74
2020-02-11,"L1U4N1",4,58.52
2020-02-11,"U8S1P8",4,42.36
2020-02-11,"I7K6I7",3,38.7
2020-02-11,"D8G1F8",2,22.34
2020-02-11,"B0A9G0",4,30.16
2020-02-11,"W4U7Y4",3,36.24
2020-02-11,"A7K6D7",3,29.91
2020-02-11,"J4D7T4",4,39
2020-02-11,"A7K5C7",1,20.26
2020-02-11,"Z2U0M2",4,57.56
2020-02-11,"A0L6K0",2,20.24
2020-02-11,"D6T8W6",1,10.21
2020-02-11,"W3Y9R3",3,8.76
2020-02-11,"Q9U0T9",1,13.98
2020-02-11,"Y8E9G8",2,26.52
2020-02-11,"T5G8Y5",4,24.24
2020-02-11,"C5X1V5",4,62.56
2020-02-11,"Z1X2R1",4,46.88
2020-02-11,"V1S5Y1",3,30.18
2020-02-11,"N4C5O4",3,37.77
2020-02-11,"Y4G0X4",1,13.28
2020-02-11,"Y4L2Y4",2,26.88
2020-02-11,"H1Y4L1",2,37.12
2020-02-11,"A2J9O2",1,5.55
2020-02-11,"M5D8H5",1,10.8
2020-02-11,"K5W1O5",2,18.96
2020-02-11,"M3G2M3",1,5.79
2020-02-11,"T9V3D9",4,31.4
2020-02-11,"I7K8C7",4,65.08
2020-02-11,"C7E2R7",3,33.03
2020-02-11,"U9G8K9",2,16.44
2020-02-11,"R7C5X7",3,32.16
2020-02-11,"C8U4S8",3,35.61
2020-02-11,"F2P8Z2",2,12.54
2020-02-11,"Z0M4D0",4,14.52
2020-02-11,"N0V8E0",4,33.48
2020-02-11,"X5L9U5",4,42.32
2020-02-11,"B9E6A9",3,31.92
2020-02-11,"G9D4L9",1,6.66
2020-02-11,"O0A3F0",2,33.28
2020-02-11,"U5E7R5",3,19.65
2020-02-11,"X9S9G9",1,8.31
2020-02-11,"N5A7U5",3,26.01
2020-02-11,"G9Y3Z9",2,9.6
2020-02-11,"P0S4G0",4,60.04
2020-02-11,"I8R7N8",4,69.92
2020-02-11,"L6N4C6",2,37.38
2020-02-11,"E0Q8B0",4,55.32
2020-02-11,"Q4M3K4",4,20.2
2020-02-11,"G8M6K8",2,10.3
2020-02-11,"T9X9H9",2,38.46
2020-02-11,"N4R0D4",4,57.24
2020-02-11,"D0H4C0",2,40.2
2020-02-12,"S5Y3S5",3,38.28
2020-02-12,"M4Q3G4",1,15.1
2020-02-12,"N3Q1H3",4,25.52
2020-02-12,"Y3V6M3",4,25.08
2020-02-12,"V0H0V0",4,47.8
2020-02-12,"V0H0V0",2,23.9
2020-02-12,"G1Y5V1",1,7.33
2020-02-12,"E3U0X3",1,9.55
2020-02-12,"I0X6A0",2,30.88
2020-02-12,"S9Q8W9",2,17.14
2020-02-12,"C4W5S4",1,10.28
2020-02-12,"T1P9L1",3,61.62
2020-02-12,"L8W3A8",1,16.28
2020-02-12,"Q1D4R1",2,16.94
2020-02-12,"V6J0E6",1,11.02
2020-02-12,"Q0P1L0",1,15.19
2020-02-12,"D8Z9O8",2,32
2020-02-12,"V7Q7O7",2,8.86
2020-02-12,"A7O4Q7",1,7.39
2020-02-12,"Y2W1C2",1,8.6
2020-02-12,"Z5G5Y5",4,57.28
2020-02-12,"Z5G5Y5",2,28.64
2020-02-12,"Q7E0K7",2,29.62
2020-02-12,"J5I7D5",3,28.35
2020-02-12,"H4N4T4",2,18.94
2020-02-12,"H0X0J0",4,43.32
2020-02-12,"Y8D0L8",3,37.8
2020-02-12,"M5Q1J5",1,13.98
2020-02-12,"M5Q1J5",1,13.98
2020-02-12,"O8G6P8",3,43.05
2020-02-12,"V6Y7Q6",3,33
2020-02-12,"Y8M5D8",3,50.67
2020-02-12,"U7R6W7",4,64.28
2020-02-12,"U1I4Y1",3,59.4
2020-02-12,"T3J9M3",1,5.6
2020-02-12,"Y4L2Y4",4,53.76
2020-02-12,"O0R0R0",1,9.33
2020-02-12,"L4S3D4",4,32.12
2020-02-12,"J6R3G6",3,24.69
2020-02-12,"N4V2Q4",1,4.65
2020-02-12,"F7Z7S7",2,40.2
2020-02-12,"O3N1G3",4,39.88
2020-02-12,"K5Q9J5",2,8.02
2020-02-12,"N3C9P3",1,12.5
2020-02-12,"P6X4N6",2,20.52
2020-02-12,"S7I8Z7",1,11.61
2020-02-12,"Y1M7V1",4,44.08
2020-02-12,"T1F6P1",4,43.88
2020-02-12,"P0Q4E0",1,11.71
2020-02-12,"P0Q4E0",4,46.84
2020-02-12,"E7Y8H7",4,78.76
2020-02-12,"F6H6C6",3,16.35
2020-02-12,"F5Z4R5",4,48.4
2020-02-12,"P2Y4B2",3,36.75
2020-02-12,"W7X5O7",3,34.68
2020-02-12,"Q5K0Y5",4,22.04
2020-02-12,"P3Y1B3",4,55.92
2020-02-12,"U1O9M1",2,25.44
2020-02-12,"Z1C3E1",2,32.74
2020-02-12,"X0M2A0",1,8.22
2020-02-12,"X3X8B3",1,14.22
2020-02-12,"J8D4L8",3,30.03
2020-02-12,"G6S8F6",3,41.22
2020-02-12,"T1D9N1",1,14.74
2020-02-12,"U5E7R5",4,26.2
2020-02-12,"U5E7R5",2,13.1
2020-02-12,"W1Y7Y1",3,52.77
2020-02-12,"B4S4R4",3,32.88
2020-02-12,"B4S4R4",3,32.88
2020-02-12,"F5H2M5",2,13.4
2020-02-12,"O8I3I8",4,56.48
2020-02-12,"U7M2U7",3,19.35
2020-02-12,"J4K1L4",2,7.84
2020-02-12,"R2E8A2",4,41.28
2020-02-12,"I8F1A8",3,38.55
2020-02-12,"Y6N7H6",2,20.24
2020-02-12,"H9I0N9",4,22.64
2020-02-12,"S9E3F9",4,75.72
2020-02-12,"K7Z0Q7",3,29.04
2020-02-12,"X5U8T5",2,25.42
2020-02-12,"X5U8T5",1,12.71
2020-02-12,"S2P2Y2",4,79.28
2020-02-12,"O3U1H3",2,27.26
2020-02-12,"R0I7D0",1,11.13
2020-02-13,"E2I3T2",4,45.28
2020-02-13,"L4P4L4",2,25.12
2020-02-13,"R0O1V0",3,30.9
2020-02-13,"T4F7C4",2,18.84
2020-02-13,"W5C7K5",1,9.91
2020-02-13,"U8Z0I8",1,4.49
2020-02-13,"A9X6C9",4,48.32
2020-02-13,"Z4M2Y4",1,3.82
2020-02-13,"J7L8Q7",1,12.05
2020-02-13,"D3C0P3",2,18.88
2020-02-13,"J5U8T5",4,48.56
2020-02-13,"J5U8T5",1,12.14
2020-02-13,"D5Q1B5",2,20.92
2020-02-13,"V7Q7O7",1,4.43
2020-02-13,"A8H2E8",1,9.43
2020-02-13,"D9O3U9",4,32.64
2020-02-13,"L2S6O2",2,24.7
2020-02-13,"B3R4V3",1,3.2
2020-02-13,"L7E1C7",3,23.85
2020-02-13,"K9R1C9",4,59.48
2020-02-13,"D4L4R4",3,16.77
2020-02-13,"Q5P6O5",1,11.93
2020-02-13,"L7W3C7",4,20.84
2020-02-13,"Q4A6F4",1,10.66
2020-02-13,"C0W7A0",2,23.28
2020-02-13,"U9W0X9",1,20.59
2020-02-13,"X6V5F6",4,63.16
2020-02-13,"E4U1U4",1,11.97
2020-02-13,"F3E5H3",4,69.08
2020-02-13,"Q6E3X6",2,20.5
2020-02-13,"Q4T2V4",1,11.11
2020-02-13,"Q2R6D2",3,17.97
2020-02-13,"Q2R6D2",3,17.97
2020-02-13,"Z5K5F5",1,6.4
2020-02-13,"I1X8R1",3,19.8
2020-02-13,"D8E6D8",1,14.94
2020-02-13,"O6N9J6",3,45.36
2020-02-13,"U8V4C8",2,18.48
2020-02-13,"T4U0X4",4,34.2
2020-02-13,"R3O7R3",4,8.92
2020-02-13,"I2V6O2",4,58.12
2020-02-13,"G2K7M2",3,45.9
2020-02-13,"V0S8H0",4,37.4
2020-02-13,"K8Z9G8",2,31.1
2020-02-13,"B0F3Z0",3,37.17
2020-02-13,"X4D9U4",1,6.49
2020-02-13,"M7Q9F7",1,11.68
2020-02-13,"L5Q4I5",3,24.06
2020-02-13,"C8U4S8",4,47.48
2020-02-13,"P8A1M8",4,39.76
2020-02-13,"E5J0X5",3,25.62
2020-02-13,"F4G2V4",2,25.06
2020-02-13,"Z9R0W9",2,40.68
2020-02-13,"L2A2K2",3,41.58
2020-02-13,"G6H3F6",4,29.68
2020-02-13,"W7X5O7",4,46.24
2020-02-13,"C9E2O9",2,8.5
2020-02-13,"P8N9S8",3,34.56
2020-02-13,"Q3E7M3",3,32.28
2020-02-13,"T2O0D2",4,42.32
2020-02-13,"V6R9N6",2,25.8
2020-02-13,"S9C3G9",3,43.08
2020-02-13,"L5L8T5",4,57.16
2020-02-13,"E3U7Y3",4,47.56
2020-02-13,"E6H9G6",4,40.96
2020-02-13,"G6S8F6",4,54.96
2020-02-13,"T1D9N1",4,58.96
2020-02-13,"N6B5P6",2,22.06
2020-02-13,"A1U8B1",1,15.43
2020-02-13,"M1E2U1",3,33.63
2020-02-13,"C6R4V6",1,14.75
2020-02-13,"K6W4H6",1,10.47
2020-02-13,"S2P2Y2",4,79.28
2020-02-13,"V5H0M5",4,53.84
2020-02-13,"B2G7O2",4,24.04
2020-02-14,"F9F9V9",1,10.37
2020-02-14,"Y0R5I0",3,12.09
2020-02-14,"R0O1V0",1,10.3
2020-02-14,"B6N4J6",1,6.15
2020-02-14,"C3V0S3",1,12.46
2020-02-14,"W5C7K5",4,39.64
2020-02-14,"X5K8H5",1,12.58
2020-02-14,"X6E9F6",2,14.3
2020-02-14,"G2J0O2",4,42.76
2020-02-14,"C0L1A0",4,30.32
2020-02-14,"H1F1V1",4,9.08
2020-02-14,"M5T4E5",3,13.38
2020-02-14,"H0S8R0",3,27.54
2020-02-14,"V6J0E6",3,33.06
2020-02-14,"Z2H7J2",2,21.64
2020-02-14,"A1F4X1",1,3.42
2020-02-14,"M2V2G2",4,31.24
2020-02-14,"Y1W9K1",3,45.42
2020-02-14,"Q0V5S0",3,27.45
2020-02-14,"O0G0X0",3,52.92
2020-02-14,"G3O1C3",4,35.52
2020-02-14,"A9F3E9",3,32.88
2020-02-14,"D5L5M5",2,19.54
2020-02-14,"X8B4I8",4,25.52
2020-02-14,"A0L6K0",4,40.48
2020-02-14,"Z2G1V2",3,59.49
2020-02-14,"Z2G1V2",1,19.83
2020-02-14,"X5C6L5",1,8.77
2020-02-14,"C8B2C8",4,48.2
2020-02-14,"M0P8L0",1,12.85
2020-02-14,"R2E2B2",4,40.28
2020-02-14,"T3V8C3",2,11.58
2020-02-14,"T3V8C3",2,11.58
2020-02-14,"I6W1I6",4,41.2
2020-02-14,"W3Y9R3",1,2.92
2020-02-14,"K3U0G3",4,33.36
2020-02-14,"U7Q3R7",1,2.04
2020-02-14,"J5J1H5",2,22.66
2020-02-14,"Y0L6E0",3,32.52
2020-02-14,"G3A8F3",3,11.67
2020-02-14,"V5M8U5",3,34.08
2020-02-14,"Y5P2D5",3,45.33
2020-02-14,"Y6J6N6",3,33.78
2020-02-14,"E7V5J7",2,21.16
2020-02-14,"K5Q9J5",1,4.01
2020-02-14,"D9Z3P9",2,31.2
2020-02-14,"L5Q4I5",1,8.02
2020-02-14,"M4F6H4",1,8.41
2020-02-14,"F0T3X0",3,17.94
2020-02-14,"N1J4Z1",4,54.28
2020-02-14,"N1J4Z1",4,54.28
2020-02-14,"N1J4Z1",3,40.71
2020-02-14,"H6G1Y6",1,20.27
2020-02-14,"C6C0B6",3,31.11
2020-02-14,"C6C0B6",2,20.74
2020-02-14,"G6H8W6",1,13.2
2020-02-14,"P8A1M8",3,29.82
2020-02-14,"N0P1T0",3,29.61
2020-02-14,"Z5L8H5",1,9.34
2020-02-14,"J5J7Q5",1,6.87
2020-02-14,"I4G1A4",1,12.93
2020-02-14,"H6Z0H6",2,22.9
2020-02-14,"P3Q6C3",3,32.31
2020-02-14,"J1Y1B1",4,26.72
2020-02-14,"N5A7U5",1,8.67
2020-02-14,"G9Y3Z9",4,19.2
2020-02-14,"X1X8U1",3,37.14
2020-02-14,"B4S4R4",3,32.88
2020-02-14,"E2W1U2",1,7.05
2020-02-14,"F7G9H7",2,25.86
2020-02-14,"G4Q2H4",4,35.2
2020-02-14,"X6A5S6",1,12.03
2020-02-14,"Y4X9C4",4,34.52
2020-02-14,"C8Q2I8",4,33.44
2020-02-14,"K6W4H6",4,41.88
2020-02-14,"W7G0E7",4,27.36
2020-02-14,"U4P1U4",2,19.74
2020-02-15,"E2M2M2",2,25.98
2020-02-15,"S5Y3S5",1,12.76
2020-02-15,"B6B9G6",3,23.79
2020-02-15,"S7E6J7",1,6.72
2020-02-15,"W8X1D8",2,7.44
2020-02-15,"R0O1V0",1,10.3
2020-02-15,"L1H9D1",1,17.07
2020-02-15,"I2Q3O2",1,16.6
2020-02-15,"Z4B1O4",1,12.02
2020-02-15,"C0L1A0",3,22.74
2020-02-15,"F5K5I5",2,12.74
2020-02-15,"D3C0P3",1,9.44
2020-02-15,"Y1T2N1",3,13.65
2020-02-15,"S8D5A8",3,21.9
2020-02-15,"S9Q8W9",1,8.57
2020-02-15,"E7I9V7",4,20.6
2020-02-15,"E7I9V7",1,5.15
2020-02-15,"M8E0S8",3,19.47
2020-02-15,"A1S2E1",1,9.77
2020-02-15,"Z4Z6L4",3,32.31
2020-02-15,"S6B7F6",4,50.04
2020-02-15,"Y4Q3T4",4,45.04
2020-02-15,"Z4G2H4",2,19.5
2020-02-15,"L8Y1O8",4,17.16
2020-02-15,"V2O8K2",2,6.78
2020-02-15,"Q6K7Y6",2,18.9
2020-02-15,"R5V0G5",1,12
2020-02-15,"S9L6Y9",2,19.5
2020-02-15,"P6J5T6",4,27.24
2020-02-15,"O3U7N3",1,13.01
2020-02-15,"A8T3L8",1,14.54
2020-02-15,"S6D2H6",2,11.32
2020-02-15,"P7V7S7",2,10.34
2020-02-15,"O2V3P2",2,17.58
2020-02-15,"B0A9G0",2,15.08
2020-02-15,"V8T6P8",2,16.86
2020-02-15,"P2B0N2",1,5.6
2020-02-15,"P5P5J5",2,16.96
2020-02-15,"E2Y7N2",4,66.36
2020-02-15,"J8F0M8",4,48.44
2020-02-15,"K9R1C9",2,29.74
2020-02-15,"S0C8S0",2,11.66
2020-02-15,"H4O9G4",4,25.76
2020-02-15,"Y3P2U3",3,25.08
2020-02-15,"R2E2B2",3,30.21
2020-02-15,"K6M7R6",4,37.24
2020-02-15,"Q5P6O5",3,35.79
2020-02-15,"I9I5Q9",3,27.51
2020-02-15,"C0W7A0",3,34.92
2020-02-15,"N3F1S3",1,5.93
2020-02-15,"X1X8O1",1,6.8
2020-02-15,"F6Q4W6",4,35.2
2020-02-15,"Y7C1P7",1,14.52
2020-02-15,"I6P0M6",1,11.69
2020-02-15,"Z5K5F5",2,12.8
2020-02-15,"C6G5I6",2,24.9
2020-02-15,"Y0M1B0",2,19.6
2020-02-15,"P9O5R9",3,19.29
2020-02-15,"V5T0N5",3,29.94
2020-02-15,"U6T7L6",1,14.88
2020-02-15,"I2V6O2",2,29.06
2020-02-15,"V5M8U5",1,11.36
2020-02-15,"U8X4M8",2,26
2020-02-15,"P6I6Q6",4,34.68
2020-02-15,"Q6H9E6",1,8.4
2020-02-15,"P5T3K5",1,14.34
2020-02-15,"D2K9A2",2,29.74
2020-02-15,"T1X9B1",2,20.32
2020-02-15,"P8Y8D8",3,18.9
2020-02-15,"F7R9H7",2,15.8
2020-02-15,"F7Z7S7",3,60.3
2020-02-15,"C0A5W0",1,9.52
2020-02-15,"K8Z9G8",3,46.65
2020-02-15,"C5G1A5",2,15.78
2020-02-15,"J1F0M1",3,26.49
2020-02-15,"O3T9N3",3,15.09
2020-02-15,"Y9O0U9",2,21.88
2020-02-15,"V8U8T8",3,40.44
2020-02-15,"P9E7Z9",3,32.37
2020-02-15,"Y2P8H2",4,57.2
2020-02-15,"D3Z4D3",1,10.13
2020-02-15,"J7Y4D7",3,33.36
2020-02-15,"B6P4T6",3,22.2
2020-02-15,"P6S1V6",1,16.13
2020-02-15,"R2U5Q2",3,56.64
2020-02-15,"L2A2K2",2,27.72
2020-02-15,"Q9E9C9",1,9.35
2020-02-15,"F9I8B9",4,17.12
2020-02-15,"F9I8B9",1,4.28
2020-02-15,"V3Q1H3",3,60.36
2020-02-15,"W8X7K8",1,4.43
2020-02-15,"Z5L8H5",2,18.68
2020-02-15,"W8J7U8",2,11.24
2020-02-15,"M1H3R1",3,48.45
2020-02-15,"E4J5R4",1,13.05
2020-02-15,"E6H9G6",3,30.72
2020-02-15,"N9L3L9",4,59.24
2020-02-15,"N9L3L9",3,44.43
2020-02-15,"N9L3L9",2,29.62
2020-02-15,"O0A3F0",4,66.56
2020-02-15,"Z5X0F5",1,12.31
2020-02-15,"N5A7U5",4,34.68
2020-02-15,"W1Y7Y1",2,35.18
2020-02-15,"W1Y7Y1",4,70.36
2020-02-15,"E2W1U2",1,7.05
2020-02-15,"V6H2W6",2,18.04
2020-02-15,"Q4W9Y4",1,5.24
2020-02-15,"H9F2R9",3,23.76
2020-02-15,"T0Q1S0",2,18.84
2020-02-15,"A2D9K2",1,9.09
2020-02-15,"J2W3E2",4,29.56
2020-02-15,"J2W3E2",2,14.78
2020-02-15,"I2Z7T2",4,53.96
2020-02-15,"N2D2H2",1,9.82
2020-02-15,"U5X4N5",1,11.49
2020-02-15,"G4T6H4",3,32.88
2020-02-15,"Z1L3G1",3,30.75
2020-02-15,"B9Y4X9",3,15.12
2020-02-15,"V3N2F3",3,22.71
2020-02-16,"U3Q2H3",4,55.24
2020-02-16,"E8T6C8",1,7.82
2020-02-16,"W3T0M3",1,14.47
2020-02-16,"N2F5Q2",1,12.99
2020-02-16,"E8H3A8",4,23.04
2020-02-16,"H6C4O6",4,49.88
2020-02-16,"Y4R5X4",2,11.06
2020-02-16,"D9O3U9",2,16.32
2020-02-16,"M2T9B2",3,27.78
2020-02-16,"Q0V5S0",4,36.6
2020-02-16,"N2S2Z2",3,29.85
2020-02-16,"X5C6L5",3,26.31
2020-02-16,"O6N7R6",3,47.91
2020-02-16,"O3Y3T3",1,19.6
2020-02-16,"W3Q3Z3",2,19.4
2020-02-16,"Q4A6F4",1,10.66
2020-02-16,"S6U0Z6",3,51.93
2020-02-16,"L2W2B2",3,30.3
2020-02-16,"U9L7B9",3,57.69
2020-02-16,"N6J3V6",1,8.11
2020-02-16,"C0Z3K0",1,14.06
2020-02-16,"L1F6A1",1,10.11
2020-02-16,"U8V4C8",4,36.96
2020-02-16,"Y4C4D4",4,32.16
2020-02-16,"E9G4F9",4,64.88
2020-02-16,"Y1Y4X1",2,21.34
2020-02-16,"Y1Y4X1",1,10.67
2020-02-16,"U4O6M4",2,18.7
2020-02-16,"J0R6P0",1,6.14
2020-02-16,"C5G1A5",2,15.78
2020-02-16,"I4V4W4",4,55.2
2020-02-16,"X0A4I0",3,45.48
2020-02-16,"U7H1R7",2,5.32
2020-02-16,"L6H7Y6",1,15.2
2020-02-16,"N7U2Q7",1,14.27
2020-02-16,"N7U2Q7",4,57.08
2020-02-16,"X5L9U5",2,21.16
2020-02-16,"P2Y4B2",4,49
2020-02-16,"W8X7K8",4,17.72
2020-02-16,"N9L3L9",3,44.43
2020-02-16,"Z5G5L5",3,13.47
2020-02-16,"I5K2T5",4,35.8
2020-02-16,"V6H2W6",4,36.08
2020-02-16,"M3V2A3",3,7.86
2020-02-16,"L6N4C6",1,18.69
2020-02-16,"K6H2B6",4,50.48
2020-02-16,"J3N5Z3",4,47.92
2020-02-16,"I2Z7T2",4,53.96
2020-02-16,"S9E3F9",1,18.93
2020-02-16,"Y5V7T5",3,30.06
2020-02-16,"H8C3U8",1,14.69
2020-02-17,"F1W7C1",4,39.56
2020-02-17,"L9I0X9",1,10.02
2020-02-17,"P0E2M0",2,20.36
2020-02-17,"Z6Y2I6",3,26.43
2020-02-17,"J5U8T5",1,12.14
2020-02-17,"J5R6Z5",2,21.4
2020-02-17,"E0W9O0",4,56.6
2020-02-17,"S9L6Y9",3,29.25
2020-02-17,"M2V2G2",1,7.81
2020-02-17,"U2P4B2",2,12.74
2020-02-17,"K4O1Q4",4,25.84
2020-02-17,"O3U7N3",3,39.03
2020-02-17,"S8L1P8",1,12.5
2020-02-17,"Z8P5J8",4,78.16
2020-02-17,"J0A7B0",1,10.09
2020-02-17,"M5Q1J5",1,13.98
2020-02-17,"X2B3Y2",4,38.56
2020-02-17,"X8E3I8",4,45.92
2020-02-17,"F1L9J1",2,25.06
2020-02-17,"U0O9Y0",3,29.34
2020-02-17,"E8Z2W8",1,10.34
2020-02-17,"V1S5Y1",3,30.18
2020-02-17,"U5F9O5",4,20.6
2020-02-17,"T4U0X4",3,25.65
2020-02-17,"Y4C4D4",4,32.16
2020-02-17,"V5M8U5",3,34.08
2020-02-17,"E2Z7Q2",4,32.12
2020-02-17,"C4S5Q4",1,7.59
2020-02-17,"C9R5I9",3,40.98
2020-02-17,"F7R9H7",2,15.8
2020-02-17,"F7Z7S7",4,80.4
2020-02-17,"W6F8X6",3,24.51
2020-02-17,"W6F8X6",3,24.51
2020-02-17,"F2P8Z2",3,18.81
2020-02-17,"Q6N3M6",2,16.32
2020-02-17,"R6Q0N6",3,21.48
2020-02-17,"Z6P6Q6",1,4.28
2020-02-17,"O8C6E8",2,6.22
2020-02-17,"B7S1Z7",2,25.88
2020-02-17,"X0M2A0",3,24.66
2020-02-17,"B2E8L2",4,48.08
2020-02-17,"M1H3R1",4,64.6
2020-02-17,"E6H9G6",4,40.96
2020-02-17,"O0A3F0",4,66.56
2020-02-17,"N5A7U5",4,34.68
2020-02-17,"B4S4R4",3,32.88
2020-02-17,"Q2S0O2",2,21.64
2020-02-17,"M1E2U1",4,44.84
2020-02-17,"H4R1Q4",4,28.96
2020-02-17,"I8F1A8",4,51.4
2020-02-17,"E1A9A1",4,39.32
2020-02-17,"G1O5H1",1,11.25
2020-02-17,"R6V2H6",1,9.68
2020-02-17,"R4J8X4",2,33.76
2020-02-17,"O3U1H3",3,40.89
2020-02-18,"E2I3T2",1,11.32
2020-02-18,"O6P6J6",1,8.56
2020-02-18,"G6M3H6",2,16.9
2020-02-18,"C0L1A0",2,15.16
2020-02-18,"E3U0X3",1,9.55
2020-02-18,"K2J4E2",2,18.8
2020-02-18,"O2C0M2",4,11.76
2020-02-18,"T9C5V9",1,8.04
2020-02-18,"J5R6Z5",1,10.7
2020-02-18,"E8H3A8",3,17.28
2020-02-18,"L8W3A8",4,65.12
2020-02-18,"Q1D4R1",3,25.41
2020-02-18,"A1F4X1",4,13.68
2020-02-18,"S0U9G0",2,15.74
2020-02-18,"M2V2G2",2,15.62
2020-02-18,"X3U2K3",3,63.9
2020-02-18,"M5J3M5",2,11.26
2020-02-18,"J2M5P2",3,29.94
2020-02-18,"U3G3G3",3,26.4
2020-02-18,"C0A9P0",2,13.74
2020-02-18,"K5N5Z5",2,24.56
2020-02-18,"N2S2Z2",1,9.95
2020-02-18,"X8I8N8",2,18.06
2020-02-18,"X5X3I5",3,42.9
2020-02-18,"B1K2G1",4,43.28
2020-02-18,"O8G6P8",2,28.7
2020-02-18,"S0C8S0",1,5.83
2020-02-18,"A0L6K0",3,30.36
2020-02-18,"K1R7A1",2,17.1
2020-02-18,"V8E4Z8",2,18.4
2020-02-18,"Y0S8P0",2,14.86
2020-02-18,"U7R6W7",3,48.21
2020-02-18,"Q2L2R2",2,26.1
2020-02-18,"N4O9M4",1,7.14
2020-02-18,"J5M8K5",2,19.78
2020-02-18,"X9K0V9",1,6.59
2020-02-18,"Z9R4A9",3,18.12
